DR_NO	Date Rptd	DATE OCC	TIME OCC	AREA	AREA NAME	Rpt Dist No	Part 1-2	Crm Cd	Crm Cd Desc	Mocodes	Vict Age	Vict Sex	Vict Descent	Premis Cd	Premis Desc	Weapon Used Cd	Weapon Desc	Status	Status Desc	Crm Cd 1	Crm Cd 2	Crm Cd 3	Crm Cd 4	LOCATION	Cross Street	LAT	LON
201000583	03/04/2020 12:00:00 AM	03/04/2020 12:00:00 AM	1810	10	West Valley	1041	2	624	BATTERY - SIMPLE ASSAULT	0919 0400 0356 0444 1822	24	M	B	101	STREET	400	STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)	AO	Adult Other	624	N/A	N/A	N/A	TAMPA                        AV	CALIFA                       ST	34.1778	-118.5535
200715467	10/30/2020 12:00:00 AM	10/30/2020 12:00:00 AM	0010	07	Wilshire	0747	1	210	ROBBERY	1309 0302 0355 0344	26	M	O	101	STREET	102	HAND GUN	IC	Invest Cont	210	N/A	N/A	N/A	HIGHLAND                     AV	12TH                         ST	34.0533	-118.3406
200609112	04/15/2020 12:00:00 AM	04/14/2020 12:00:00 AM	2330	06	Hollywood	0649	1	310	BURGLARY	0344 0329 1607	36	M	O	501	SINGLE FAMILY DWELLING	N/A	N/A	IC	Invest Cont	310	N/A	N/A	N/A	1600 N  SERRANO                      AV	N/A	34.1001	-118.3071
200612904	07/21/2020 12:00:00 AM	07/21/2020 12:00:00 AM	2130	06	Hollywood	0645	1	310	BURGLARY	0344 1822	20	F	B	503	HOTEL	N/A	N/A	AO	Adult Other	310	N/A	N/A	N/A	7000    FRANKLIN                     AV	N/A	34.1041	-118.3427
200817078	12/01/2020 12:00:00 AM	09/29/2020 12:00:00 AM	1200	08	West LA	0849	1	341	THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD	0321 1402 0344 0352 0913 1810	50	F	W	502	MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)	N/A	N/A	AA	Adult Arrest	341	N/A	N/A	N/A	1100 S  CORNING                      ST	N/A	34.0557	-118.3774
200100782	05/15/2020 12:00:00 AM	05/15/2020 12:00:00 AM	0815	01	Central	0162	2	624	BATTERY - SIMPLE ASSAULT	0416 1822	40	M	H	406	OTHER STORE	400	STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)	IC	Invest Cont	624	N/A	N/A	N/A	600 W  7TH                          ST	N/A	34.0473	-118.2566
200816945	11/28/2020 12:00:00 AM	11/27/2020 12:00:00 AM	1600	08	West LA	0884	1	331	THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)	0385 0344 1822	58	M	W	101	STREET	N/A	N/A	IC	Invest Cont	331	N/A	N/A	N/A	2300    MALCOLM                      AV	N/A	34.0414	-118.4269
201108145	04/08/2020 12:00:00 AM	04/06/2020 12:00:00 AM	2230	11	Northeast	1143	1	330	BURGLARY FROM VEHICLE	1300 1307 0344	48	M	H	707	GARAGE/CARPORT	500	UNKNOWN WEAPON/OTHER WEAPON	IC	Invest Cont	330	N/A	N/A	N/A	SAINT GEORGE                 ST	MONON                        ST	34.1097	-118.2739
200400782	05/10/2020 12:00:00 AM	05/10/2020 12:00:00 AM	0500	04	Hollenbeck	0438	1	310	BURGLARY	0342 0344 1309 1822 1607 1402 0329 0321	0	M	W	213	WAREHOUSE	N/A	N/A	IC	Invest Cont	310	998	N/A	N/A	5400    ALHAMBRA                     AV	N/A	34.0771	-118.1681
200809107	05/05/2020 12:00:00 AM	05/05/2020 12:00:00 AM	1200	08	West LA	0899	1	330	BURGLARY FROM VEHICLE	1822 1612 0344	57	F	W	101	STREET	N/A	N/A	IC	Invest Cont	330	N/A	N/A	N/A	8600    VENICE                       BL	N/A	34.0337	-118.3804
200617248	10/26/2020 12:00:00 AM	10/26/2020 12:00:00 AM	1215	06	Hollywood	0636	2	755	BOMB SCARE	0421 0404 1822 1501	32	M	H	502	MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)	501	BOMB THREAT	IC	Invest Cont	755	N/A	N/A	N/A	6500    YUCCA                        ST	N/A	34.1039	-118.3318
200108571	03/06/2020 12:00:00 AM	03/06/2020 12:00:00 AM	0630	01	Central	0156	1	230	ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT	2004 2033 0411 1218 0913	51	F	B	102	SIDEWALK	223	UNKNOWN TYPE CUTTING INSTRUMENT	IC	Invest Cont	230	N/A	N/A	N/A	5TH	SAN JULIAN	34.0446	-118.245
200815544	10/21/2020 12:00:00 AM	10/21/2020 12:00:00 AM	0001	08	West LA	0806	2	740	VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)	0329	52	F	O	121	YARD (RESIDENTIAL/BUSINESS)	N/A	N/A	IC	Invest Cont	740	N/A	N/A	N/A	2400    ROSCOMARE                    RD	N/A	34.1191	-118.4638
201112036	07/30/2020 12:00:00 AM	07/01/2020 12:00:00 AM	0230	11	Northeast	1129	1	330	BURGLARY FROM VEHICLE	0385	46	F	W	104	DRIVEWAY	N/A	N/A	AO	Adult Other	330	N/A	N/A	N/A	1000    ADELANTE                     AV	N/A	34.1241	-118.1714
201011503	07/30/2020 12:00:00 AM	07/30/2020 12:00:00 AM	0810	10	West Valley	1065	2	740	VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)	0329 1822 1300 2004 0319 0359 2051 1253 1420 0910	28	F	H	122	VEHICLE, PASSENGER/TRUCK	305	FIXED OBJECT	IC	Invest Cont	740	N/A	N/A	N/A	17900 W  VENTURA                      BL	N/A	34.1675	-118.5226
201009720	06/05/2020 12:00:00 AM	06/05/2020 12:00:00 AM	0137	10	West Valley	1035	2	753	DISCHARGE FIREARMS/SHOTS FIRED	1100 1402 1822 1420 1407	0	M	O	515	APARTMENT/CONDO COMMON LAUNDRY ROOM	102	HAND GUN	IC	Invest Cont	753	998	N/A	N/A	6600    BALCOM                       AV	N/A	34.1903	-118.5206
200319096	10/19/2020 12:00:00 AM	10/17/2020 12:00:00 AM	2330	03	Southwest	0357	1	231	ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER	1212 1409 0917 0342 0302 1309 1822 1402 1407	0	M	X	101	STREET	102	HAND GUN	AA	Adult Arrest	231	998	N/A	N/A	BUDLONG                      AV	JEFFERSON                    BL	34.0255	-118.2959
200114759	07/13/2020 12:00:00 AM	07/13/2020 12:00:00 AM	0750	01	Central	0152	2	624	BATTERY - SIMPLE ASSAULT	0400 1822	55	M	H	102	SIDEWALK	400	STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)	IC	Invest Cont	624	N/A	N/A	N/A	HOPE	WILSHIRE	34.0486	-118.2571
200306140	02/05/2020 12:00:00 AM	02/05/2020 12:00:00 AM	1535	03	Southwest	0397	2	745	VANDALISM - MISDEAMEANOR ($399 OR UNDER)	0104 0329 0202	19	X	X	402	MARKET	400	STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)	AO	Adult Other	745	N/A	N/A	N/A	4300 S  VERMONT                      AV	N/A	34.0073	-118.298
200122215	12/10/2020 12:00:00 AM	12/08/2020 12:00:00 AM	2000	01	Central	0156	1	815	SEXUAL PENETRATION W/FOREIGN OBJECT	0532 0515 1218 2004 0913	55	F	H	502	MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)	400	STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)	AO	Adult Other	815	N/A	N/A	N/A	500    SAN JULIAN                   ST	N/A	34.0446	-118.245
201008700	05/04/2020 12:00:00 AM	05/04/2020 12:00:00 AM	1200	10	West Valley	1039	2	624	BATTERY - SIMPLE ASSAULT	0416 1822 1202 0605 0446	65	M	H	108	PARKING LOT	400	STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)	IC	Invest Cont	624	N/A	N/A	N/A	WOODLEY                      AV	VANOWEN                      ST	34.1939	-118.4836
200205335	01/28/2020 12:00:00 AM	01/28/2020 12:00:00 AM	0445	02	Rampart	0205	1	210	ROBBERY	0913 1814 2004 0344 0416 2000 2002	38	F	W	502	MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)	400	STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)	AA	Adult Arrest	210	N/A	N/A	N/A	700    PARKMAN                      AV	N/A	34.079	-118.2758
201213622	05/26/2020 12:00:00 AM	05/26/2020 12:00:00 AM	1825	12	77th Street	1241	1	230	ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT	1236 1822 0447 0431	60	M	H	222	LAUNDROMAT	500	UNKNOWN WEAPON/OTHER WEAPON	IC	Invest Cont	230	N/A	N/A	N/A	3300    HYDE PARK                    BL	N/A	33.9806	-118.3294
200413305	09/30/2020 12:00:00 AM	09/29/2020 12:00:00 AM	2200	04	Hollenbeck	0438	1	251	SHOTS FIRED AT INHABITED DWELLING	1100 1407 1202	85	M	H	501	SINGLE FAMILY DWELLING	106	UNKNOWN FIREARM	IC	Invest Cont	251	998	N/A	N/A	4900    LA CALANDRIA                 WY	N/A	34.0719	-118.1779
200613835	08/11/2020 12:00:00 AM	08/11/2020 12:00:00 AM	1700	06	Hollywood	0659	2	930	CRIMINAL THREATS - NO WEAPON DISPLAYED	0400 0432 0421 1822 2004	58	M	A	118	CONSTRUCTION SITE	511	VERBAL THREAT	AA	Adult Arrest	930	N/A	N/A	N/A	1400 N  HOBART                       BL	N/A	34.0966	-118.3056
200816365	11/13/2020 12:00:00 AM	11/13/2020 12:00:00 AM	0030	08	West LA	0802	1	330	BURGLARY FROM VEHICLE	1420 0216 0344 1822	57	M	W	104	DRIVEWAY	N/A	N/A	IC	Invest Cont	330	N/A	N/A	N/A	1100    MONUMENT                     ST	N/A	34.0487	-118.5246
201205434	01/21/2020 12:00:00 AM	01/21/2020 12:00:00 AM	0820	12	77th Street	1213	2	745	VANDALISM - MISDEAMEANOR ($399 OR UNDER)	0913 1309 0329 1307	29	F	B	122	VEHICLE, PASSENGER/TRUCK	N/A	N/A	IC	Invest Cont	745	N/A	N/A	N/A	1700 W  54TH                         ST	N/A	33.9933	-118.3068
200904587	01/14/2020 12:00:00 AM	01/13/2020 12:00:00 AM	1300	09	Van Nuys	0943	1	761	BRANDISH WEAPON	1822 0319 1414 0334	61	M	W	101	STREET	302	BLUNT INSTRUMENT	AO	Adult Other	761	N/A	N/A	N/A	TILDEN                       AV	MIRANDA                      AV	34.1758	-118.4473
201009255	05/23/2020 12:00:00 AM	05/23/2020 12:00:00 AM	0720	10	West Valley	1015	1	510	VEHICLE - STOLEN	N/A	0	N/A	N/A	108	PARKING LOT	N/A	N/A	IC	Invest Cont	510	N/A	N/A	N/A	18200    SHERMAN                      WY	N/A	34.2048	-118.5273
200205666	02/04/2020 12:00:00 AM	02/02/2020 12:00:00 AM	0300	02	Rampart	0236	1	121	RAPE, FORCIBLE	1415 0448 0429 0515 0527 1206 0409 1601 1817 0913	43	F	H	502	MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)	400	STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)	AO	Adult Other	121	998	N/A	N/A	1900    MIRAMAR                      ST	N/A	34.0632	-118.2693
200305631	01/28/2020 12:00:00 AM	01/23/2020 12:00:00 AM	0100	03	Southwest	0326	1	510	VEHICLE - STOLEN	N/A	0	N/A	N/A	108	PARKING LOT	N/A	N/A	IC	Invest Cont	510	N/A	N/A	N/A	2600 S  BUDLONG                      AV	N/A	34.0309	-118.3024
200514695	09/30/2020 12:00:00 AM	09/30/2020 12:00:00 AM	2250	05	Harbor	0566	2	745	VANDALISM - MISDEAMEANOR ($399 OR UNDER)	0329	57	M	B	502	MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)	N/A	N/A	AA	Adult Arrest	745	N/A	N/A	N/A	300 W  9TH                          ST	N/A	33.736	-118.284
201207160	02/14/2020 12:00:00 AM	02/14/2020 12:00:00 AM	1220	12	77th Street	1266	2	626	INTIMATE PARTNER - SIMPLE ASSAULT	2000 1814 0448 0419 1276	37	F	H	101	STREET	400	STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)	IC	Invest Cont	626	N/A	N/A	N/A	79TH                         ST	BROADWAY	33.9679	-118.2783
200816753	11/22/2020 12:00:00 AM	11/21/2020 12:00:00 AM	1200	08	West LA	0836	1	330	BURGLARY FROM VEHICLE	1822 0344 1202	65	F	O	108	PARKING LOT	N/A	N/A	IC	Invest Cont	330	N/A	N/A	N/A	1800    THAYER                       AV	N/A	34.0551	-118.4264
201111248	07/09/2020 12:00:00 AM	07/07/2020 12:00:00 AM	1330	11	Northeast	1144	1	441	THEFT PLAIN - ATTEMPT	0344	37	M	W	501	SINGLE FAMILY DWELLING	N/A	N/A	IC	Invest Cont	441	N/A	N/A	N/A	2000    GRIFFITH PARK                BL	N/A	34.0977	-118.2739
200408996	05/18/2020 12:00:00 AM	05/17/2020 12:00:00 AM	0001	04	Hollenbeck	0427	2	745	VANDALISM - MISDEAMEANOR ($399 OR UNDER)	0329	50	M	H	104	DRIVEWAY	N/A	N/A	IC	Invest Cont	745	N/A	N/A	N/A	4600    ZANE                         ST	N/A	34.0826	-118.1841
201304201	01/04/2020 12:00:00 AM	01/04/2020 12:00:00 AM	1715	13	Newton	1324	2	626	INTIMATE PARTNER - SIMPLE ASSAULT	0446 1821 1243 2000	38	F	H	502	MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)	400	STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)	AO	Adult Other	626	N/A	N/A	N/A	1300 E  21ST                         ST	N/A	34.0224	-118.2524
200705265	01/27/2020 12:00:00 AM	01/27/2020 12:00:00 AM	1250	07	Wilshire	0773	2	626	INTIMATE PARTNER - SIMPLE ASSAULT	2000 0400	32	F	B	502	MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)	400	STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)	IC	Invest Cont	626	N/A	N/A	N/A	1800 S  RIDGELEY                     DR	N/A	34.0421	-118.3582
200404206	01/06/2020 12:00:00 AM	01/06/2020 12:00:00 AM	1230	04	Hollenbeck	0427	1	761	BRANDISH WEAPON	0334 1822	34	M	H	101	STREET	207	OTHER KNIFE	IC	Invest Cont	761	N/A	N/A	N/A	CANTO                        DR	MISSION                      RD	34.0802	-118.1848
201007920	04/10/2020 12:00:00 AM	04/10/2020 12:00:00 AM	1215	10	West Valley	1025	1	420	THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)	0344 1300	57	F	O	101	STREET	N/A	N/A	IC	Invest Cont	420	N/A	N/A	N/A	SHERMAN                      WY	RESEDA                       BL	34.2011	-118.536
200412039	08/22/2020 12:00:00 AM	08/22/2020 12:00:00 AM	2040	04	Hollenbeck	0473	2	624	BATTERY - SIMPLE ASSAULT	0446 0913	25	F	H	501	SINGLE FAMILY DWELLING	400	STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)	IC	Invest Cont	624	N/A	N/A	N/A	2400 E  7TH                          ST	N/A	34.0333	-118.2192
200811312	06/30/2020 12:00:00 AM	06/29/2020 12:00:00 AM	1300	08	West LA	0847	2	956	LETTERS, LEWD  -  TELEPHONE CALLS, LEWD	1820 0913 1912	23	F	B	503	HOTEL	N/A	N/A	IC	Invest Cont	956	N/A	N/A	N/A	10300 W  OLYMPIC                      BL	N/A	34.0473	-118.4206
201114669	10/15/2020 12:00:00 AM	10/13/2020 12:00:00 AM	1525	11	Northeast	1115	2	900	VIOLATION OF COURT ORDER	2038 1813	39	F	H	101	STREET	N/A	N/A	AO	Adult Other	900	N/A	N/A	N/A	2200    COLORADO                     BL	N/A	34.1391	-118.2141
200813194	08/21/2020 12:00:00 AM	08/21/2020 12:00:00 AM	1320	08	West LA	0842	2	624	BATTERY - SIMPLE ASSAULT	0416 0319 1822	50	M	W	101	STREET	400	STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)	IC	Invest Cont	624	N/A	N/A	N/A	OHIO	GRANVILLE	34.0433	-118.4586
200507177	03/14/2020 12:00:00 AM	03/14/2020 12:00:00 AM	1300	05	Harbor	0506	2	860	BATTERY WITH SEXUAL CONTACT	1807 0509 0522 0913	32	F	H	203	OTHER BUSINESS	400	STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)	AA	Adult Arrest	860	N/A	N/A	N/A	21800    HALLDALE                     AV	N/A	33.8292	-118.3016
200917264	11/15/2020 12:00:00 AM	11/09/2020 12:00:00 AM	1200	09	Van Nuys	0952	1	420	THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)	N/A	0	N/A	N/A	108	PARKING LOT	N/A	N/A	IC	Invest Cont	420	N/A	N/A	N/A	14900    BURBANK                      BL	N/A	34.1721	-118.4581
200111717	05/14/2020 12:00:00 AM	05/14/2020 12:00:00 AM	1145	01	Central	0176	1	761	BRANDISH WEAPON	1310 1309 0919 1312 0334 1822 0319	31	F	H	101	STREET	102	HAND GUN	IC	Invest Cont	761	N/A	N/A	N/A	8TH	MAPLE	34.0405	-118.2508
200408533	05/05/2020 12:00:00 AM	05/05/2020 12:00:00 AM	0900	04	Hollenbeck	0466	1	230	ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT	0334 1822 0411 1218	29	F	H	121	YARD (RESIDENTIAL/BUSINESS)	500	UNKNOWN WEAPON/OTHER WEAPON	IC	Invest Cont	230	N/A	N/A	N/A	2600    MICHIGAN                     AV	N/A	34.0442	-118.2063
201219705	08/31/2020 12:00:00 AM	08/28/2020 12:00:00 AM	0900	12	77th Street	1232	1	236	INTIMATE PARTNER - AGGRAVATED ASSAULT	2000 0913 1814 0416 0417 0401	39	F	H	501	SINGLE FAMILY DWELLING	500	UNKNOWN WEAPON/OTHER WEAPON	AO	Adult Other	236	N/A	N/A	N/A	2300 W  SLAUSON                      AV	N/A	33.9891	-118.3193
201016207	12/16/2020 12:00:00 AM	12/14/2020 12:00:00 AM	1137	10	West Valley	1079	1	440	THEFT PLAIN - PETTY ($950 & UNDER)	1822 0344 0394	39	M	B	502	MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)	N/A	N/A	IC	Invest Cont	440	N/A	N/A	N/A	15500    MOORPARK                     ST	N/A	34.156	-118.4722
201005587	02/06/2020 12:00:00 AM	02/06/2020 12:00:00 AM	0650	10	West Valley	1047	1	510	VEHICLE - STOLEN	N/A	0	N/A	N/A	101	STREET	N/A	N/A	IC	Invest Cont	510	N/A	N/A	N/A	17500    BURMA                        ST	N/A	34.1769	-118.5134
201223295	10/25/2020 12:00:00 AM	10/21/2020 12:00:00 AM	1730	12	77th Street	1232	1	210	ROBBERY	1822 0416 0344	21	M	H	102	SIDEWALK	500	UNKNOWN WEAPON/OTHER WEAPON	IC	Invest Cont	210	N/A	N/A	N/A	SLAUSON                      AV	6TH                          AV	33.9891	-118.3235
200713198	08/26/2020 12:00:00 AM	08/26/2020 12:00:00 AM	1500	07	Wilshire	0749	1	230	ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT	0408 0444 0416 0561 0446 0913	58	F	A	502	MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)	400	STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)	AA	Adult Arrest	230	N/A	N/A	N/A	4500 W  OLYMPIC                      BL	N/A	34.0585	-118.3262
200313917	07/09/2020 12:00:00 AM	07/09/2020 12:00:00 AM	1430	03	Southwest	0395	2	626	INTIMATE PARTNER - SIMPLE ASSAULT	0429 0444 0913 1814 2000 2004	19	F	B	505	MOTEL	400	STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)	IC	Invest Cont	626	N/A	N/A	N/A	4100 S  WESTERN                      AV	N/A	34.0091	-118.3089
200508047	04/07/2020 12:00:00 AM	04/03/2020 12:00:00 AM	1200	05	Harbor	0564	1	440	THEFT PLAIN - PETTY ($950 & UNDER)	0344	38	F	H	502	MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)	N/A	N/A	IC	Invest Cont	440	N/A	N/A	N/A	300 W  3RD                          ST	N/A	33.7415	-118.2835
201226696	12/19/2020 12:00:00 AM	12/19/2020 12:00:00 AM	0130	12	77th Street	1249	1	510	VEHICLE - STOLEN	N/A	0	N/A	N/A	101	STREET	N/A	N/A	IC	Invest Cont	510	N/A	N/A	N/A	6300 S  FIGUEROA                     ST	N/A	33.9819	-118.2827
200907545	03/17/2020 12:00:00 AM	03/16/2020 12:00:00 AM	1630	09	Van Nuys	0906	2	901	VIOLATION OF RESTRAINING ORDER	1501	47	F	H	502	MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)	N/A	N/A	AO	Adult Other	901	N/A	N/A	N/A	14400    VALERIO                      ST	N/A	34.2048	-118.4468
200612707	07/14/2020 12:00:00 AM	06/18/2020 12:00:00 AM	1135	06	Hollywood	0663	2	354	THEFT OF IDENTITY	0930 1822	38	F	W	501	SINGLE FAMILY DWELLING	N/A	N/A	IC	Invest Cont	354	N/A	N/A	N/A	1200 N  JUNE                         ST	N/A	34.0926	-118.3342
201008394	04/26/2020 12:00:00 AM	04/26/2020 12:00:00 AM	0950	10	West Valley	1039	1	210	ROBBERY	0344 0334 1822 1420 0910 0202 0209 0359 0301 1266	0	M	O	402	MARKET	102	HAND GUN	IC	Invest Cont	210	N/A	N/A	N/A	16100    VICTORY                      BL	N/A	34.1903	-118.48
200710576	06/16/2020 12:00:00 AM	06/15/2020 12:00:00 AM	1720	07	Wilshire	0732	2	649	DOCUMENT FORGERY / STOLEN FELONY	0924 1822	56	F	W	203	OTHER BUSINESS	N/A	N/A	IC	Invest Cont	649	N/A	N/A	N/A	6500    WILSHIRE                     BL	N/A	34.0665	-118.3662
200208960	04/14/2020 12:00:00 AM	04/12/2020 12:00:00 AM	1130	02	Rampart	0215	1	330	BURGLARY FROM VEHICLE	0352 0344 0321	30	F	W	102	SIDEWALK	N/A	N/A	IC	Invest Cont	330	N/A	N/A	N/A	N  VENDOME                      ST	LONDON                       ST	34.0772	-118.2787
201204340	01/06/2020 12:00:00 AM	01/05/2020 12:00:00 AM	2000	12	77th Street	1268	1	510	VEHICLE - STOLEN	N/A	0	N/A	N/A	101	STREET	N/A	N/A	IC	Invest Cont	510	N/A	N/A	N/A	80TH	BROADWAY	33.9669	-118.2783
201223889	11/04/2020 12:00:00 AM	11/04/2020 12:00:00 AM	0300	12	77th Street	1213	1	210	ROBBERY	0337 0344 0342 0305 0416 0431 0448 0421 0853	52	M	O	103	ALLEY	400	STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)	IC	Invest Cont	210	N/A	N/A	N/A	N  SLAUSON	E  WESTERN	33.9892	-118.3089
200612578	07/14/2020 12:00:00 AM	05/24/2020 12:00:00 AM	1235	06	Hollywood	0645	2	668	EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)	N/A	0	N/A	N/A	203	OTHER BUSINESS	N/A	N/A	IC	Invest Cont	668	N/A	N/A	N/A	1300 N  HIGHLAND                     AV	N/A	34.1006	-118.3417
200415681	12/06/2020 12:00:00 AM	12/06/2020 12:00:00 AM	0130	04	Hollenbeck	0463	2	626	INTIMATE PARTNER - SIMPLE ASSAULT	2000 0913 1243 1813 0444 0400 0416	24	M	H	502	MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)	400	STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)	IC	Invest Cont	626	N/A	N/A	N/A	2000 E  4TH                          ST	N/A	34.0462	-118.2153
200517876	12/16/2020 12:00:00 AM	12/15/2020 12:00:00 AM	1400	05	Harbor	0513	1	420	THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)	0385 1236 0344 1300	0	X	X	121	YARD (RESIDENTIAL/BUSINESS)	N/A	N/A	IC	Invest Cont	420	N/A	N/A	N/A	1700 W  L                            ST	N/A	33.785	-118.287
200411906	08/19/2020 12:00:00 AM	08/18/2020 12:00:00 AM	1900	04	Hollenbeck	0491	2	740	VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)	0329 0311	0	M	X	101	STREET	N/A	N/A	IC	Invest Cont	740	N/A	N/A	N/A	1200    RIO VISTA                    AV	N/A	34.0285	-118.2217
201206301	02/01/2020 12:00:00 AM	01/31/2020 12:00:00 AM	1900	12	77th Street	1266	1	121	RAPE, FORCIBLE	1402 1415 0527 0526 0913 1820 1203 2034 2021 0507	49	F	H	501	SINGLE FAMILY DWELLING	400	STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)	AO	Adult Other	121	N/A	N/A	N/A	700 W  81ST                         ST	N/A	33.9655	-118.2838
201309311	04/11/2020 12:00:00 AM	04/09/2020 12:00:00 AM	1500	13	Newton	1313	2	625	OTHER ASSAULT	1300 0416 1309 0329	28	M	W	101	STREET	400	STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)	IC	Invest Cont	625	N/A	N/A	N/A	ADAIR	16TH                         ST	34.0286	-118.2545
200413398	10/02/2020 12:00:00 AM	10/02/2020 12:00:00 AM	1610	04	Hollenbeck	0428	2	745	VANDALISM - MISDEAMEANOR ($399 OR UNDER)	0329	55	M	H	101	STREET	N/A	N/A	IC	Invest Cont	745	N/A	N/A	N/A	3000    CHADWICK                     DR	N/A	34.081	-118.1735
200309840	04/13/2020 12:00:00 AM	04/13/2020 12:00:00 AM	0550	03	Southwest	0321	1	510	VEHICLE - STOLEN	N/A	0	N/A	N/A	108	PARKING LOT	N/A	N/A	AA	Adult Arrest	510	N/A	N/A	N/A	3400 S  LA CIENEGA                   BL	N/A	34.0264	-118.3721
200613887	08/12/2020 12:00:00 AM	08/12/2020 12:00:00 AM	1645	06	Hollywood	0643	1	230	ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT	0400 0416 1822 1402	35	M	B	502	MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)	205	KITCHEN KNIFE	IC	Invest Cont	230	998	N/A	N/A	7200 W  HOLLYWOOD                    BL	N/A	34.1016	-118.3471
200517680	12/10/2020 12:00:00 AM	12/10/2020 12:00:00 AM	1051	05	Harbor	0541	2	624	BATTERY - SIMPLE ASSAULT	0416 0561 0913	53	F	W	502	MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)	400	STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)	AO	Adult Other	624	N/A	N/A	N/A	1200 W  CAPITOL                      DR	N/A	33.7565	-118.3034
201226987	12/22/2020 12:00:00 AM	12/22/2020 12:00:00 AM	0500	12	77th Street	1241	2	745	VANDALISM - MISDEAMEANOR ($399 OR UNDER)	1300 0329 1822	49	F	B	122	VEHICLE, PASSENGER/TRUCK	N/A	N/A	IC	Invest Cont	745	N/A	N/A	N/A	3200 W  63RD                         ST	N/A	33.9829	-118.3294
201011128	07/18/2020 12:00:00 AM	07/17/2020 12:00:00 AM	2130	10	West Valley	1017	1	341	THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD	0344 1202 0913 1820	70	M	A	501	SINGLE FAMILY DWELLING	N/A	N/A	IC	Invest Cont	341	N/A	N/A	N/A	17100    SATICOY                      ST	N/A	34.2084	-118.5058
201006774	03/03/2020 12:00:00 AM	03/02/2020 12:00:00 AM	2342	10	West Valley	1024	1	420	THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)	0344 0385 1822 0202 0216 1414 1420	34	M	W	101	STREET	N/A	N/A	IC	Invest Cont	420	N/A	N/A	N/A	6600    YOLANDA                      AV	N/A	34.1905	-118.5404
200918850	12/26/2020 12:00:00 AM	12/26/2020 12:00:00 AM	1000	09	Van Nuys	0969	1	510	VEHICLE - STOLEN	N/A	0	N/A	N/A	108	PARKING LOT	N/A	N/A	IC	Invest Cont	510	N/A	N/A	N/A	12800    RIVERSIDE                    DR	N/A	34.1576	-118.4122
